Model,Make,Year,URL,Description,Image,Starting_Price,Pct_domestic_content
K900,Kia,2020,https://www.caranddriver.com/kia/k900,"Smooth and well-equipped, the K900 is a capable premium sedan with a price that undercuts rival luxury cars.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-kia-k900-mmp-1-1576261283.jpg,60935,0.11785714300000001
Optima,Kia,2020,https://www.caranddriver.com/kia/optima,"Despite a handsome exterior and interior, the Kia Optima is a family-friendly sedan with multiple powertrains that doesn't really stand out.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-kia-optima-mmp-1-1567538336.jpg,24355,0.11785714300000001
Soul EV,Kia,2021,https://www.caranddriver.com/kia/soul-ev,"The now canceled 2021 Kia Soul EV would have made for a competitive EV with competitive real-world driving range, a nicely crafted cabin, and plenty of practicality.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-kia-soul-ev-drive-106-1554317502.jpg,35000,0.0
Forte Koup,Kia,2016,https://www.caranddriver.com/kia/forte-koup,"The Forte coupe—or Koup, in Kia-speak—is sportier and more elegant than other Fortes; it's also well equipped and surprisingly refined.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2009/09/2010-Kia-Forte-Koupe1.jpg,20740,0.05
Borrego,Kia,2010,https://www.caranddriver.com/kia/borrego,"A Ford Explorer alternative, the big, body-on-frame Borrego offers seven-passenger capacity, a choice of V-6 or DOHC V-8, and up to 7500lbs of towing capacity.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/212294/2009-kia-borrego-photo-212317-s-986x603.jpg,NA,0.11785714300000001
Rondo,Kia,2010,https://www.caranddriver.com/kia/rondo,"Smartly styled and somewhat unusual, the Rondo has acceptable handling, optional seven-passenger seating, and tons of practicality.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/52337/2007-kia-rondo-photo-54560-s-986x603.jpg,19890,0.11785714300000001
Amanti,Kia,2009,https://www.caranddriver.com/kia/amanti,"This Korean Buick offsets Kia's youthful lineup with plush American-style luxury and an indulgent ride, all priced below a nicely equipped Camry.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/107806/2007-kia-amanti-photo-123567-s-986x603.jpg,26795,0.11785714300000001
Spectra,Kia,2009,https://www.caranddriver.com/kia/spectra,"Kia's subcompact sedan proves a fairly entertaining mix of agility and economy, especially in sporty SX trim.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/248825/2009-kia-spectra-photo-248830-s-986x603.jpg,14245,0.11785714300000001
Spectra5,Kia,2009,https://www.caranddriver.com/kia/spectra5,"With others like the Toyota Corolla wagon and Honda Civic hatchback long gone, the Spectra5 is one of the market's only wee wagons.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/248825/2009-kia-spectra5-photo-248840-s-986x603.jpg,17390,0.0175
Jesko,Koenigsegg,2021,https://www.caranddriver.com/koenigsegg/jesko,"With its abundant power, innovative amenities, and futuristic design, the Koenigsegg Jesko is a hypercar that's nothing less than iconic.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/koenigsegg-jesko-101-1551799580.jpg,3000000,
Regera,Koenigsegg,2020,https://www.caranddriver.com/koenigsegg/regera,Koenigsegg's cutting edge hybrid technology and innovative engineering shine through in the highly exclusive and high-powered 2020 Regera.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/koenigsegg-regera-mmp-1-1591115837.jpg,1900000,
Urus,Lamborghini,2021,https://www.caranddriver.com/lamborghini/urus,The Urus weds tremendous performance capabilities and wild styling to every-day practicality in a super-ute that transcends the SUV genre.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-lamborghini-urus-mmp-1-1592423712.jpg,222004,0.0
Countach,Lamborghini,2022,https://www.caranddriver.com/lamborghini/countach,"Arguably the godfather of supercars, the Lamborghini Countach returns with a retro design, an 802-hp hybrid powertrain—and it's already sold out.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/lamborghini-countach-lpi-800-4-111-1628616858.jpg,2640000,0.0
Aventador,Lamborghini,2022,https://www.caranddriver.com/lamborghini/aventador,"The Lamborghini Aventador is one of the most exotic-looking cars in the world, and its final form roars into the sunset in limited numbers with a 769-hp V-12.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lamborghini-aventador-109-1625607587.jpg,450000,0.0
Huracán,Lamborghini,2021,https://www.caranddriver.com/lamborghini/huracan,"The Huracán has the exotic design to make onlookers drool, the V-10 sounds to make spines tingle, and the price to remind most people they'll never own one.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-lamborghini-huracan-evo-mmp-1-1600293029.jpg,214866,0.0
Sián,Lamborghini,2021,https://www.caranddriver.com/lamborghini/sian,"Packing an 808-hp hybrid V-12 powertrain that's powered by a supercapacitor, the Lamborghini Sián is a technically and visually outrageous hypercar.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-lamborghini-sian-121-1614969494.jpg,3000000,0.0
Gallardo,Lamborghini,2014,https://www.caranddriver.com/lamborghini/gallardo,"Soon to be replaced by the Huracán, this baby bull still turns heads.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/07q1/267362/2007-lamborghini-gallardo-superleggera-photo-246014-s-original.jpg,184895,0.0
Murciélago,Lamborghini,2009,https://www.caranddriver.com/lamborghini/murcielago,"From the mellifluous sound of its V-12 engine to the much-copied scissor doors, the Murciélago is the archetypal Italian exotic.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2007-lamborghini-murcielago-lp640-photo-56379-s-986x603-1558023590.jpg,362400,0.0
Defender 80,Land Rover,2023,https://www.caranddriver.com/land-rover/defender-80,"Land Rover knows we can't get enough of the Defender, so it's gearing up to introduce the smaller, subcompact Defender 80.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2023-land-rover-defender-80-rendering-1586540091.jpg,30000,0.01
Discovery,Land Rover,2023,https://www.caranddriver.com/land-rover/discovery,"For those seeking a luxurious SUV that can also tackle challenging off-road trails, the 2023 Land Rover Discovery is one of few choices.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-land-rover-discovery-r-dynamic-102-1604948703.jpg,57950,0.07
Defender,Land Rover,2022,https://www.caranddriver.com/land-rover/defender,"From businesslike off-roader to luxuriously appointed overlander, the 2022 Land Rover Defender is an adventure-mobile with prodigious capability.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-land-rover-defender-130-1626816308.jpg,50050,0.01
Discovery Sport,Land Rover,2022,https://www.caranddriver.com/land-rover/discovery-sport,"With desirable features, all-wheel drive, and an upscale appearance, the 2022 Discovery Sport is a distillation of Land Rover's go-anywhere-in-comfort ethos.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-discovery-sport-front-3q-1632427624.jpg,44250,0.0
Range Rover Evoque,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover-evoque,"While many of its rivals justify their existence with stirring performance or outsized cargo capacity, the 2022 Range Rover Evoque trades on style.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-range-rover-evoque-p300-105-1564503457.jpg,45750,0.45
Range Rover,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover,"Conceived as a utilitarian SUV with Jeep-like off-road capability, the Range Rover has had a glow-up since its introduction in 1970, and is now a luxury limo for the elite.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-range-rover-106-1634929426.jpg,105350,0.45
Range Rover Sport,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover-sport,"Slightly smaller and more agile than the regular Range Rover, the 2022 Range Rover Sport offers similar luxury and cachet with a less painful price tag.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2019-lr-range-rover-sport-p360-105-1567706894.jpg,72250,0.45
Range Rover Sport Supercharged,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover-sport-supercharged-svr,"The 2022 Range Rover Sport Supercharged and SVR models are for a different breed of buyer, one who's looking for attitude and a thumping V-8 engine.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/land-rover-range-rover-sport-supercharged-mmp-1-1633536384.jpg,90650,0.7
Range Rover Velar,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover-velar,One look at the 2022 Range Rover Velar is enough to convince even the most discerning eye that Land Rover's designers hit the nail on the head.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-land-rover-range-rover-mmp-1-1635439490.jpg,59450,0.45
LR4,Land Rover,2016,https://www.caranddriver.com/land-rover/lr4,"The safari-ready LR4 is the automotive equivalent of Bear Grylls, albeit with James Bond's wardrobe.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/269974/2010-land-rover-lr4-european-spec-photo-270006-s-986x603.jpg,51895,0.07875
LR2,Land Rover,2015,https://www.caranddriver.com/land-rover/lr2,"If you truly need a vehicle that can conquer both the mall's parking lot and the great outdoors, the LR2 is your ute.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/65776/2008-land-rover-lr2-se-photo-66694-s-986x603.jpg,37525,0.07875
LR3,Land Rover,2009,https://www.caranddriver.com/land-rover/lr3,"The LR3 has a classically simple and clean Rover look, and it hews to tradition with body-on-frame construction and a tough, off-road-ready, fully independent suspension.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/05q1/267354/land-rover-lr3-hse-photo-5323-s-original.jpg,46750,0.07875
ES,Lexus,2022,https://www.caranddriver.com/lexus/es,"In a segment dominated by sports sedans the 2022 Lexus ES is a sedate entry that offers comfort, handsome appointments, and a smooth ride.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lexus-es350-104-1618668203.jpg,40000,0.475
EV Supercar,Lexus,2025,https://www.caranddriver.com/lexus/ev-supercar,"Before the world even knows its name, the Lexus EV supercar teases exciting performance like the famed V-10-powered LFA.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/20211214-bev-13-1639491072.jpg,100000,0.0
RZ,Lexus,2023,https://www.caranddriver.com/lexus/rz,"Lexus's electrified future is kicking off with the RZ450e SUV, which appears to be based on the Toyota bZ4x, but with more upscale styling and extra power.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/20211214-bev-14-1639491072.jpg,50000,0.095
GX,Lexus,2022,https://www.caranddriver.com/lexus/gx,"The Lexus GX has been around for a long time, and although its body-on-frame construction is outdated, its charms lie in its off-road ability and quiet cabin.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lexus-gx-black-line-3-1628260770.jpg,55000,0.0
IS,Lexus,2022,https://www.caranddriver.com/lexus/is,Sharply creased sheetmetal and furrowed headlamps give the 2022 Lexus IS an aggressive appearance that will help it stand apart from the sports-sedan crowd.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-lexus-is-500-f-sport-performance-mmp-1-1631279437.jpg,41275,0.05
LC,Lexus,2022,https://www.caranddriver.com/lexus/lc,"Even though the 2022 Lexus LC has looks to kill, its handling is more luxury car than exotic sports car, putting it out of step with similarly priced rivals.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-lexus-lc-500-convertible-908-1595983865.jpg,95700,0.0
LS,Lexus,2022,https://www.caranddriver.com/lexus/ls,"The LS is the sedan that launched the Lexus brand but the 2022 model, despite a sharp suit of clothes and up-to-date tech, has a hard time living up to the reputation of the 1990 original.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lexus-ls-500-f-sport-atomic-silver-006-1635968469.jpg,77075,0.0
LQ,Lexus,2022,https://www.caranddriver.com/lexus/lq,"The 2022 Lexus LQ promises to buttress the company's reputation for producing luxurious crossovers, and could well become the brand's high-riding flagship.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lexus-lq-1586539518.jpg,80000,0.095
LX,Lexus,2022,https://www.caranddriver.com/lexus/lx,"Few SUVs are at home on the trails as they are pulling up to the red carpet, but the new-for-2022 Lexus LX600 is among them.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/lx-ultra-luxury-11-1634070196.jpg,90000,0.0
NX,Lexus,2022,https://www.caranddriver.com/lexus/nx,"Lexus's popular NX crossover sees a full redesign for the 2022 model year, with two gasoline engine options plus two hybrids, one of which is a plug-in.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lexus-nx350-awd-111-1633628651.jpg,39025,0.05
RC,Lexus,2022,https://www.caranddriver.com/lexus/rc,"One look at the 2022 Lexus RC is enough to get you revved up for a thrilling test drive, but from behind the wheel this sporty-looking coupe is anything but.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2019-lexus-rc-101-1535639269.jpg,44970,0.0
RX,Lexus,2022,https://www.caranddriver.com/lexus/rx,"The 2022 Lexus RX might look aggressive and sporty, but its character is instead relaxed and comfortable, making it a perfect choice for cruising.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lexus-rx450hl-02-1629912711.jpg,49175,0.1875
UX,Lexus,2022,https://www.caranddriver.com/lexus/ux,"The Lexus UX200 and hybrid UX250h are smaller and nimbler than other subcompact luxury crossovers, but they're also plagued by myriad compromises.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/200-lexus-ux-mmp-1-1628027726.jpg,35000,0.025
RC F,Lexus,2021,https://www.caranddriver.com/lexus/rc-f,"The 2021 Lexus RC F is the high-performance variant of the company's sleek luxury coupe, and it backs up its dramatic styling with a potent 472-hp V-8.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-lexus-rc-f-mmp-1-1599742801.jpg,67000,0.0
GS,Lexus,2020,https://www.caranddriver.com/lexus/gs,"With its large trunk and smooth handling, the 2020 Lexus GS offers ample utility and comfort.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-lexus-gs-mmp-1-1574354422.jpg,52090,0.095
GS F,Lexus,2020,https://www.caranddriver.com/lexus/gs-f,"The last car in this class utilizing a naturally aspirated V-8, the luxurious GS F firmly plants Lexus in the battle for performance sports sedan superiority.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-lexus-gs-f-mmp-1-1580498320.jpg,86035,0.095
CT,Lexus,2017,https://www.caranddriver.com/lexus/ct,If you're into the relentless pursuit of fuel efficiency—but you can't take the doorstop style of the Toyota Prius—the CT200h may be what you seek.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/0319140551302014-lexus-ct-200h-010-1550088693.jpg,32245,0.095
IS F,Lexus,2014,https://www.caranddriver.com/lexus/is-f,"Lexus's answer to the BMW M3 sedan, the IS F, arrives in 2014 with only minor trim changes, even as lesser IS sedan models received a redesign.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/11q2/402049/2011-lexus-is-f-photo-402059-s-986x603.jpg,64525,0.05
HS,Lexus,2012,https://www.caranddriver.com/lexus/hs,"The first hybrid-only luxury car, the HS250h is a compact five-seater using the powertrain from the Camry hybrid.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2009/07/2010-Lexus-HS250h1-626x382.jpg,37905,0.095
LFA,Lexus,2012,https://www.caranddriver.com/lexus/lfa,"If you've ever wondered what it would be like if Toyota took on Ferrari, the LFA is your answer.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/10q1/326075/2012-lexus-lfa-photo-326201-s-986x603.jpg,379575,0.095
SC,Lexus,2010,https://www.caranddriver.com/lexus/sc,"Dating to 2002, this luxury convertible was once highly original and avant garde but is now aged and selling in low numbers.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/03q4/3082/2004-lexus-sc430-photo-3586-s-original.jpg,69280,0.095
Mark E,Lincoln,2022,https://www.caranddriver.com/lincoln/mark-e,"The next step in Lincoln's modernization plan is the Mark E electric SUV, which should happen in 2022 but will no longer be built on upstart Rivian's novel skateboard platform.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lincoln-mark-e-rendering-1587684617.jpg,70000,0.38333333299999994
Corsair,Lincoln,2022,https://www.caranddriver.com/lincoln/corsair,"The 2022 Corsair distills Lincoln's take on luxury down to the compact-SUV class, where it's one of only a few American nameplates to choose from.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lincoln-corsair-mmp-1-1631548367.jpg,37200,0.01
Aviator,Lincoln,2022,https://www.caranddriver.com/lincoln/aviator,The handsome and polished mid-size Aviator SUV offers the trappings of the huge Navigator in a package that will fit better in your garage.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lincoln-aviator-with-new-jet-package-09-copy-1638391004.jpg,52560,0.38333333299999994
Nautilus,Lincoln,2022,https://www.caranddriver.com/lincoln/nautilus,"The death of the Continental and MKZ means Lincoln is now selling only SUVs, and the 2022 Nautilus reminds us most of the brand's big, soft-riding four-doors.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-lincoln-nautilus-101-1605796604.jpg,43595,0.4
Navigator,Lincoln,2022,https://www.caranddriver.com/lincoln/navigator,"As the crown jewel in Lincoln's SUV lineup, the 2022 Navigator sets the standard of luxury for the brand while proving that it's more than just an upfitted Ford.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lincoln-navigator-reserve-101-1629153532.jpg,78005,0.5
Continental,Lincoln,2020,https://www.caranddriver.com/lincoln/continental,"Going head-to-head with the leaders of the luxury-sedan segment only serves to highlight the Continental's missteps, but it still looks good and pampers passengers.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-lincoln-continental-mmp-1-1569960302.jpeg,47300,0.0
MKZ,Lincoln,2020,https://www.caranddriver.com/lincoln/mkz,"With a terrific twin-turbo V-6 option and an eminently comfy interior, the MKZ IS a quick and serene cruiser that has some unrefined quirks.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-lincoln-mkz-mmp-1-1580762762.jpg,37745,0.38333333299999994
MKC,Lincoln,2019,https://www.caranddriver.com/lincoln/mkc,"The MKC is based on the Ford Escape, but few will mistake it—with its elegant sheetmetal, nicer cabin, and distinctive grille—for its mainstream sibling.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2019-lincoln-mkc-mmp-1544820856.jpg,34990,0.38333333299999994
MKT,Lincoln,2019,https://www.caranddriver.com/lincoln/mkt,"Stylistically divergent from the Ford Flex with which it shares a platform, the MKT is equally spacious and comfortable.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2011/02/2011-Lincoln-MKT-placement1-626x382.jpg,50495,0.38333333299999994
MKX,Lincoln,2017,https://www.caranddriver.com/lincoln/mkx,The MKX pairs stylish sheetmetal with high levels of standard features to help set it apart from the crossover crowd.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/10q2/352890/2011-lincoln-mkx-photo-352975-s-986x603.jpg,39185,0.38333333299999994
MKS,Lincoln,2016,https://www.caranddriver.com/lincoln/mks,"Based on the Ford Taurus, the MKS is the luxury car you're likely to be upgraded to the next time you are at Hertz.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/204739/2009-lincoln-mks-photo-204749-s-986x603.jpg,39935,0.38333333299999994
Town Car,Lincoln,2011,https://www.caranddriver.com/lincoln/town-car,"A traditional rear-wheel-drive, V-8–powered, six-passenger, full-size sedan, the Town Car is a favorite of livery drivers and retirees because of its space and creamy ride.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/10q2/352890/2008-lincoln-town-car-photo-352914-s-986x603.jpg,48170,0.38333333299999994
Endurance,Lordstown,2022,https://www.caranddriver.com/lordstown/endurance,"With a claimed 600 horsepower and an estimated range of about 250 miles, the Lordstown Endurance could be the first electric pickup truck on the market.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/lmc-endurance-rendering-front-may-2020-1591650004.jpg,52500,
Evora GT,Lotus,2021,https://www.caranddriver.com/lotus/evora-gt,"The Lotus Evora GT is a raw mid-engine sports car that triggers a driver's emotions with its supercharged V-6, lightweight composition, and lively controls.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-lotus-evora-gt-mmp-1-1606234124.jpg,99150,
Emira,Lotus,2023,https://www.caranddriver.com/lotus/emira,The Lotus Emira is a pretty sports car and the company's final nameplate with an internal combustion engine before the iconic brand goes entirely electric.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lotus-emira-109-1625280064.jpg,77100,
Evija,Lotus,2022,https://www.caranddriver.com/lotus/evija,"With almost 2000 horses on tap, the Lotus Evija is an electrified hypercar that takes power and performance to new heights.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-lotus-evija-prototype-128-1619536718.jpg,2300000,
Evora 400,Lotus,2019,https://www.caranddriver.com/lotus/evora-400-2019,"With its lightweight chassis of bonded aluminum, supple suspension, and mid-engine layout, there's nothing ordinary about the 2019 Evora 400.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2015/02/2016-Lotus-Evora-400-102.jpg,96785,
Elise,Lotus,2011,https://www.caranddriver.com/lotus/elise,The Elise is a pure-driving roadster not for the faint of heart.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/199258/2008-lotus-elise-sc-220-photo-199300-s-986x603.jpg,52970,
Exige,Lotus,2011,https://www.caranddriver.com/lotus/exige,The Exige is a track-ready missile that share its chassis and interior with the Elise.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/09q4/316878/2010-lotus-exige-s-260-sport-photo-316983-s-986x603.jpg,66815,
Gravity,Lucid Motors,2022,https://www.caranddriver.com/lucid-motors/gravity,"Electric-vehicle manufacturer Lucid Motors is working on the Project Gravity SUV concept, which is expected to share much of its underpinnings with the just-revealed Air sedan.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/lucid-back-1599696882.jpg,90000,
Air,Lucid Motors,2022,https://www.caranddriver.com/lucid-motors/air,This luxurious electric sedan aims to redefine the genre and compete against alternatives such as the Tesla Model S.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-lucid-air-110-1633485634.jpg,78900,
Grecale,Maserati,2022,https://www.caranddriver.com/maserati/grecale,The Maserati Grecale is an upcoming compact SUV with a set of diverse powertrains that could help return the Italian automaker to mainstream relevance.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/maserati-grecale-teaser-rear-1613668485.jpg,43000,0.026666667
Ghibli,Maserati,2022,https://www.caranddriver.com/maserati/ghibli,"With a twin-turbocharged V-6 or V-8 engine under its shapely hood, the 2022 Maserati Ghibli is the Italian thoroughbred of the mid-size luxury sedan marketplace.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-maserati-ghibli-trofeo-104-1613509378.jpg,77695,0.03
GranTurismo,Maserati,2022,https://www.caranddriver.com/maserati/granturismo,"Maserati is giving the world a sexy gift in the form of the 2022 GranTurismo sports car, which we hope channels the gorgeous Alfieri concept.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/18135-leprimeimmaginirubatedelprototipodellanuovamaseratigranturismo-1623681062.jpg,90000,0.05
MC20,Maserati,2022,https://www.caranddriver.com/maserati/mc20,The MC20 is an all-new exotic sports car for the Maserati lineup and serves as a signal that the brand will return to its roots by focusing on performance.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/maserati-mc20-104-1599596763.jpg,213000,0.026666667
Levante,Maserati,2022,https://www.caranddriver.com/maserati/levante,"With seductive bodywork and a quartet of hot-blooded engines to choose from, the 2022 Maserati Levante screams Italian exclusivity.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/medium-18203-newmaseratilevantemodenamy22-1625156956.jpg,80895,0.02
Quattroporte,Maserati,2022,https://www.caranddriver.com/maserati/quattroporte,"In Italian, Quattroporte means ""four doors,"" but you don't need to speak the language to appreciate the 2021 Maserati Quattroporte's dramatic flair.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/large-16747-maseratiquattroportetrofeo-1625774561.jpg,97995,0.01
Mazda CX-5,Mazda,2022,https://www.caranddriver.com/mazda/cx-5,"The Mazda CX-5 has many qualities of a luxury model at a mainstream price, plus great driving dynamics, which is why it outclasses every other compact SUV.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-mazda-cx-5-front-three-quarters-white-2-1631288273.jpg,27125,0.0
CX-50,Mazda,2023,https://www.caranddriver.com/mazda/cx-50,"Mazda's second compact SUV model, the 2023 CX-50, will join the lineup soon, giving buyers another stylish and fun-to-drive option in a staid segment.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mazda-cx-50-01-polymetal-gray-1636997626.jpg,29000,0.01875
Mazda 3,Mazda,2022,https://www.caranddriver.com/mazda/mazda-3,"If a 2022 Mazda 3 shows up when you call your next Uber, we'd forgive you for confusing it with a far more expensive Audi or BMW as you settle into your seat.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mazda-3-turbo-hatchback-front-close-1596553799.jpg,21815,0.0
Mazda CX-9,Mazda,2022,https://www.caranddriver.com/mazda/cx-9,"If the idea of buying an SUV is an affront to your car-loving sensibilities take a look at the 2022 CX-9, which offers Mazda's hallmark driving verve.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-mazda-cx-9-mmp-1-1638882096.jpg,36505,0.0
Mazda 6,Mazda,2021,https://www.caranddriver.com/mazda/mazda-6,"More than any other family sedan, the Mazda 6 exudes an upper-class aura that encompasses its elegant styling, library-like cabin, and charming driving manners.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mazda-mazda6-carbon-edition-394-edit-1611709080.jpg,25470,0.0
Mazda CX-3,Mazda,2021,https://www.caranddriver.com/mazda/cx-3,"Forget the practical reasons to buy a subcompact crossover and focus on the emotional ones, which will lead you to the 2021 Mazda CX-3.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mazda-cx-3-mmp-1597151652.jpg,21965,0.0
Mazda CX-30,Mazda,2021,https://www.caranddriver.com/mazda/cx-30,"The CX-30 takes everything we love about the Mazda 3 hatchback and gives it an SUV makeover, which catapults it to the head of the small-crossover class.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mazda-cx-30-2p5-turbo-112-1612840730.jpg,23275,0.0
Mazda MX-30,Mazda,2022,https://www.caranddriver.com/mazda/mx-30,"Mazda is dipping its toe into the electric-vehicle wading pool with the all-new MX-30 SUV, which sports dashing good looks and an all-natural interior.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-mazda-mx-30-premium-plus-mmp-1-1639495257.jpg,34695,0.0
Mazda MX-5 Miata,Mazda,2021,https://www.caranddriver.com/mazda/mx-5-miata,"Since its debut in 1989, the Mazda MX-5 Miata has been beloved by drivers, and for 2021 this automotive icon continues to be the focused sports car we love.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mazda-mx-5-miata-mmp-1-1593459650.jpg,27825,0.0
Mazda 5,Mazda,2015,https://www.caranddriver.com/mazda/mazda-5,This micro-van packs Japanese-style efficiency into a fun-to-drive package with seats for six; those who find regular minivans too bulky will be especially appreciative.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/10q1/322734/2010-mazda-5-photo-322742-s-986x603.jpg,22060,0.0
