Model,Make,Year,URL,Pct_domestic_content
Wraith,Rolls-Royce,2021,https://www.caranddriver.com/rolls-royce/wraith,0.05
BRZ,Subaru,2022,https://www.caranddriver.com/subaru/brz,0.26666666699999997
Solterra,Subaru,2023,https://www.caranddriver.com/subaru/solterra,0.38
Ascent,Subaru,2022,https://www.caranddriver.com/subaru/ascent,0.5
Forester,Subaru,2022,https://www.caranddriver.com/subaru/forester,0.475
Impreza,Subaru,2022,https://www.caranddriver.com/subaru/impreza,0.45
Legacy,Subaru,2022,https://www.caranddriver.com/subaru/legacy,0.5
Outback,Subaru,2022,https://www.caranddriver.com/subaru/outback,0.5
WRX,Subaru,2022,https://www.caranddriver.com/subaru/wrx,0.1875
Crosstrek,Subaru,2021,https://www.caranddriver.com/subaru/crosstrek,0.0
WRX STI,Subaru,2021,https://www.caranddriver.com/subaru/wrx-sti,0.1875
Tribeca,Subaru,2014,https://www.caranddriver.com/subaru/tribeca,0.26666666699999997
Cybertruck,Tesla,2023,https://www.caranddriver.com/tesla/cybertruck,0.6166666670000001
Model S,Tesla,2022,https://www.caranddriver.com/tesla/model-s,0.6166666670000001
Model 3,Tesla,2021,https://www.caranddriver.com/tesla/model-3,0.6166666670000001
Model X,Tesla,2021,https://www.caranddriver.com/tesla/model-x,0.6166666670000001
Model Y,Tesla,2021,https://www.caranddriver.com/tesla/model-y,0.6166666670000001
Roadster,Tesla,2023,https://www.caranddriver.com/tesla/roadster,0.6166666670000001
GR 86,Toyota,2022,https://www.caranddriver.com/toyota/gr-86,0.282608696
Tacoma,Toyota,2023,https://www.caranddriver.com/toyota/tacoma,0.55
4Runner,Toyota,2022,https://www.caranddriver.com/toyota/4runner,0.0
Avalon,Toyota,2022,https://www.caranddriver.com/toyota/avalon,0.5
bZ4X,Toyota,2022,https://www.caranddriver.com/toyota/bz4x,0.05
Corolla Cross,Toyota,2022,https://www.caranddriver.com/toyota/corolla-cross,0.0
GR Corolla,Toyota,2022,https://www.caranddriver.com/toyota/gr-corolla,0.15
Highlander,Toyota,2022,https://www.caranddriver.com/toyota/highlander,0.5
Prius,Toyota,2022,https://www.caranddriver.com/toyota/prius,0.0
Sienna,Toyota,2022,https://www.caranddriver.com/toyota/sienna,0.45
Sequoia,Toyota,2022,https://www.caranddriver.com/toyota/sequoia,0.55
Supra,Toyota,2022,https://www.caranddriver.com/toyota/supra,0.05
Tundra,Toyota,2022,https://www.caranddriver.com/toyota/tundra,0.65
Camry,Toyota,2021,https://www.caranddriver.com/toyota/camry,0.5
C-HR,Toyota,2021,https://www.caranddriver.com/toyota/c-hr,0.0
Corolla,Toyota,2021,https://www.caranddriver.com/toyota/corolla,0.15
Land Cruiser,Toyota,2021,https://www.caranddriver.com/toyota/land-cruiser,0.05
Mirai,Toyota,2021,https://www.caranddriver.com/toyota/mirai,0.0
Prius Prime,Toyota,2021,https://www.caranddriver.com/toyota/prius-prime,0.0
RAV4,Toyota,2021,https://www.caranddriver.com/toyota/rav4,0.6
RAV4 Hybrid,Toyota,2021,https://www.caranddriver.com/toyota/rav4-hybrid,0.6
Venza,Toyota,2021,https://www.caranddriver.com/toyota/venza,0.0
86,Toyota,2020,https://www.caranddriver.com/toyota/86-2020,0.282608696
Yaris,Toyota,2020,https://www.caranddriver.com/toyota/yaris,0.05
Prius C,Toyota,2019,https://www.caranddriver.com/toyota/prius-c,0.0
Prius V,Toyota,2019,https://www.caranddriver.com/toyota/prius-v,0.0
Corolla iM,Toyota,2018,https://www.caranddriver.com/toyota/corolla-im-2018,0.15
Yaris iA,Toyota,2018,https://www.caranddriver.com/toyota/yaris-ia,0.05
Matrix,Toyota,2013,https://www.caranddriver.com/toyota/matrix,0.282608696
Camry Solara,Toyota,2008,https://www.caranddriver.com/toyota/camry-solara,0.5
ID.Buzz Microbus,Volkswagen,2024,https://www.caranddriver.com/volkswagen/id-buzz-microbus,0.209130435
ID.8,Volkswagen,2023,https://www.caranddriver.com/volkswagen/id8,0.209130435
Arteon,Volkswagen,2022,https://www.caranddriver.com/volkswagen/arteon,0.01
Atlas Cross Sport,Volkswagen,2022,https://www.caranddriver.com/volkswagen/atlas-cross-sport,0.0
Golf GTI,Volkswagen,2022,https://www.caranddriver.com/volkswagen/golf-gti,0.12
Golf R,Volkswagen,2022,https://www.caranddriver.com/volkswagen/golf-r,0.085
Jetta,Volkswagen,2022,https://www.caranddriver.com/volkswagen/jetta,0.01
Jetta GLI,Volkswagen,2022,https://www.caranddriver.com/volkswagen/jetta-gli,0.01
Passat,Volkswagen,2022,https://www.caranddriver.com/volkswagen/passat,0.39
Taos,Volkswagen,2022,https://www.caranddriver.com/volkswagen/taos,0.209130435
Tiguan,Volkswagen,2022,https://www.caranddriver.com/volkswagen/tiguan,0.07
Atlas,Volkswagen,2021,https://www.caranddriver.com/volkswagen/atlas,0.4525
Golf,Volkswagen,2021,https://www.caranddriver.com/volkswagen/golf,0.085
ID.4,Volkswagen,2021,https://www.caranddriver.com/volkswagen/id4,0.01
Beetle,Volkswagen,2019,https://www.caranddriver.com/volkswagen/beetle,0.209130435
e-Golf,Volkswagen,2019,https://www.caranddriver.com/volkswagen/e-golf,0.085
Golf Alltrack,Volkswagen,2019,https://www.caranddriver.com/volkswagen/golf-alltrack,0.085
Golf SportWagen,Volkswagen,2019,https://www.caranddriver.com/volkswagen/golf-sportwagen,0.0
CC,Volkswagen,2017,https://www.caranddriver.com/volkswagen/cc,0.209130435
Touareg,Volkswagen,2017,https://www.caranddriver.com/volkswagen/touareg-2017,0.209130435
Eos,Volkswagen,2016,https://www.caranddriver.com/volkswagen/eos,0.209130435
Routan,Volkswagen,2012,https://www.caranddriver.com/volkswagen/routan,0.209130435
New Beetle,Volkswagen,2010,https://www.caranddriver.com/volkswagen/new-beetle,0.209130435
Rabbit,Volkswagen,2009,https://www.caranddriver.com/volkswagen/rabbit,0.209130435
C40 Recharge,Volvo,2022,https://www.caranddriver.com/volvo/c40-recharge,0.7
S90,Volvo,2022,https://www.caranddriver.com/volvo/s90,0.02
V60 / V60 Cross Country,Volvo,2022,https://www.caranddriver.com/volvo/v60,0.0
XC40,Volvo,2022,https://www.caranddriver.com/volvo/xc40,0.01
XC60,Volvo,2022,https://www.caranddriver.com/volvo/xc60,0.018000000000000002
XC90,Volvo,2022,https://www.caranddriver.com/volvo/xc90,0.016666667
V90 Cross Country,Volvo,2022,https://www.caranddriver.com/volvo/v90-cross-country,0.0
S60,Volvo,2021,https://www.caranddriver.com/volvo/s60,0.01
V90,Volvo,2021,https://www.caranddriver.com/volvo/v90,0.01
XC40 Recharge,Volvo,2021,https://www.caranddriver.com/volvo/xc40-recharge,0.7
V90 / V90 Cross Country,Volvo,2018,https://www.caranddriver.com/volvo/v90-v90-cross-country-2018,0.0
S80,Volvo,2016,https://www.caranddriver.com/volvo/s80,0.01
XC70,Volvo,2016,https://www.caranddriver.com/volvo/xc70,0.040967742
C30,Volvo,2013,https://www.caranddriver.com/volvo/c30,0.040967742
C70,Volvo,2013,https://www.caranddriver.com/volvo/c70,0.040967742
S40,Volvo,2011,https://www.caranddriver.com/volvo/s40,0.01
V50,Volvo,2011,https://www.caranddriver.com/volvo/v50,0.040967742
V70,Volvo,2010,https://www.caranddriver.com/volvo/v70,0.040967742
